1346,1,65,65,1,31,1,24,1,0
1688,1,65,65,1,31,1,70,1,0
1985,1,65,65,1,31,1,69,1,0
2282,1,65,65,1,31,1,3,1,0
2579,1,65,65,1,31,1,7,1,0
2875,1,65,65,1,31,1,7,1,0
3172,1,65,65,1,31,1,10,1,0
3468,1,65,65,1,31,1,2,1,0
3765,1,65,65,1,31,1,2,1,0
4062,1,65,65,1,31,1,4,1,0
4359,1,65,65,1,31,1,6,1,0
4656,1,65,65,1,31,1,9,1,0
5225,1,65,65,1,31,1,4,1,0
5521,1,65,65,1,31,1,1,1,0
5818,1,65,65,1,31,1,7,1,0
6114,1,65,65,1,31,1,10,1,0
6411,1,65,65,1,31,1,3,1,0
6708,1,65,65,1,31,1,8,1,0
7005,1,65,65,1,31,1,8,1,0
7309,1,65,65,1,31,1,3,1,0
7605,1,65,65,1,31,1,9,1,0
7902,1,65,65,1,31,1,1,1,0
8198,1,65,65,1,31,1,4,1,0
8494,1,65,65,1,31,1,10,1,0
8717,1,65,65,1,31,1,3,1,0
9014,1,65,65,1,31,1,5,1,0
9310,1,65,65,1,31,1,10,1,0
9606,1,65,65,1,31,1,2,1,0
9903,1,65,65,1,31,1,8,1,0
10200,1,65,65,1,31,1,1,1,0
10497,1,65,65,1,31,1,5,1,0
10793,1,65,65,1,31,1,6,1,0
11090,1,65,65,1,31,1,1,1,0
11387,1,65,65,1,31,1,5,1,0
11683,1,65,65,1,31,1,1,1,0
11980,1,65,65,1,31,1,3,1,0
12277,1,65,65,1,31,1,5,1,0
12574,1,65,65,1,31,1,4,1,0
12877,1,65,65,1,31,1,2,1,0
13174,1,65,65,1,31,1,1,1,0
13471,1,65,65,1,31,1,7,1,0
13768,1,65,65,1,31,1,7,1,0
14064,1,65,65,1,31,1,2,1,0
14361,1,65,65,1,31,1,10,1,0
14657,1,65,65,5,31,1,56,49,0
14954,1,65,65,5,31,1,31,49,0
15250,1,65,65,5,31,1,65,49,0
15546,1,65,65,5,31,1,20,49,0
15842,1,65,65,5,31,1,38,49,0
16139,1,65,65,5,31,1,34,49,0
16435,1,65,65,5,31,1,5,49,0
16731,1,65,65,5,31,1,1,49,0
17028,1,65,65,5,31,1,10,49,0
17325,1,65,65,5,31,1,1,49,0
17621,1,65,65,5,31,1,7,49,0
17924,1,65,65,5,31,1,3,49,0
18220,1,65,65,5,31,1,3,49,0
18516,1,65,65,5,31,1,4,49,0
18768,1,65,65,5,31,1,1,49,0
19065,1,65,65,5,32,1,10,49,0
19362,1,65,65,5,32,1,10,49,0
19658,1,65,65,5,32,1,6,49,0
19955,1,65,65,5,31,1,6,49,0
20251,1,65,65,5,31,1,10,49,0
20548,1,65,65,5,31,1,8,49,0
20776,1,65,65,5,31,1,10,49,0
21073,1,65,65,5,31,1,8,49,0
21369,1,65,65,5,31,1,5,49,0
21665,1,65,65,5,31,1,7,49,0
21961,1,65,65,5,31,1,10,49,0
22257,1,65,65,5,31,1,7,49,0
22553,1,65,65,5,31,1,5,49,0
22783,1,65,65,5,31,1,4,49,0
23086,1,65,65,5,31,1,6,49,0
23382,1,65,65,5,31,1,8,49,0
23678,1,65,65,5,32,1,7,49,0
23975,1,65,65,5,31,1,10,49,0
24272,1,65,65,5,31,1,5,49,0
24569,1,65,65,5,31,1,3,49,0
25144,1,65,65,5,31,1,6,49,0
25440,1,65,65,5,31,1,4,49,0
25736,1,65,65,5,31,1,9,49,0
26032,1,65,65,5,31,1,2,49,0
26328,1,65,65,5,31,1,1,49,0
26624,1,65,65,5,31,1,1,49,0
26920,1,65,65,5,31,1,8,49,0
27216,1,65,65,5,31,1,6,49,0
27512,1,65,65,5,31,1,7,49,0
27808,1,65,65,5,31,1,4,49,0
28104,1,65,65,5,31,1,2,49,0
28400,1,65,65,5,31,1,8,49,0
28703,1,65,65,5,31,1,3,49,0
29000,1,65,65,5,31,1,7,49,0
29296,1,65,65,5,32,1,9,49,0
29592,1,65,65,5,31,1,3,49,0
29888,1,65,65,5,31,1,2,49,0
30184,1,65,65,5,31,1,1,49,0
30480,1,65,65,5,31,1,1,49,0
30776,1,65,65,5,31,1,9,49,0
31072,1,65,65,5,31,1,2,49,0
31368,1,65,65,5,31,1,2,49,0
31664,1,65,65,5,31,1,5,49,0
31960,1,65,65,5,31,1,8,49,0
32256,1,65,65,5,31,1,5,49,0
32552,1,65,65,5,31,1,8,49,0
32823,1,65,65,5,31,1,6,49,0
33119,1,65,65,5,31,1,9,49,0
33415,1,65,65,5,31,1,2,49,0
33718,1,65,65,5,31,1,9,49,0
34014,1,65,65,5,31,1,8,49,0
34310,1,65,65,5,31,1,2,49,0
34606,1,65,65,5,31,1,8,49,0
34830,1,65,65,5,31,1,4,49,0
35126,1,65,65,5,31,1,10,49,0
35423,1,65,65,5,31,1,6,49,0
35720,1,65,65,5,31,1,1,49,0
36017,1,65,65,5,31,1,1,49,0
36313,1,65,65,5,31,1,4,49,0
36610,1,65,65,5,31,1,3,49,0
36892,1,65,65,5,31,1,5,49,0
37189,1,65,65,5,31,1,4,49,0
37485,1,65,65,5,31,1,8,49,0
37781,1,65,65,5,31,1,2,49,0
38077,1,65,65,5,31,1,1,49,0
38373,1,65,65,5,31,1,1,49,0
38669,1,65,65,5,31,1,8,49,0
38900,1,65,65,5,31,1,9,49,0
39196,1,65,65,5,31,1,7,49,0
39492,1,65,65,5,31,1,4,49,0
39788,1,65,65,5,31,1,8,49,0
40084,1,65,65,5,31,1,9,49,0
40380,1,65,65,5,31,1,4,49,0
40676,1,65,65,5,31,1,9,49,0
40908,1,65,65,5,31,1,9,49,0
41204,1,65,65,5,31,1,6,49,0
41500,1,65,65,5,31,1,4,49,0
41796,1,65,65,5,31,1,9,49,0
42092,1,65,65,5,31,1,1,49,0
42388,1,65,65,5,31,1,2,49,0
42684,1,65,65,5,31,1,7,49,0
42918,1,65,91,5,31,1,8,67,0
43214,1,65,91,5,31,1,1,67,0
43510,1,65,91,5,31,1,10,67,0
43813,1,65,91,5,31,1,8,67,0
44109,1,65,91,5,31,1,9,67,0
44405,1,65,91,5,31,1,4,67,0
44702,1,65,91,5,31,1,4,67,0
45270,1,65,91,5,31,1,1,67,0
45566,1,65,91,5,31,1,5,67,0
45862,1,65,91,5,31,1,6,67,0
46158,1,65,91,5,31,1,4,67,0
46454,1,65,91,5,31,1,3,67,0
46750,1,65,91,5,31,1,1,67,0
47046,1,65,91,5,31,1,8,67,0
47342,1,65,91,5,31,1,3,67,0
47638,1,65,91,5,31,1,1,67,0
47934,1,65,91,5,31,1,6,67,0
48230,1,65,91,5,31,1,1,67,0
48526,1,65,91,5,31,1,1,67,0
48822,1,65,91,5,31,1,7,67,0
49118,1,65,91,5,31,1,3,67,0
49421,1,65,91,5,31,1,6,67,0
49717,1,65,91,5,31,1,1,67,0
50013,1,65,91,5,31,1,8,67,0
50309,1,65,91,5,31,1,5,67,0
50605,1,65,91,5,31,1,2,67,0
50901,1,65,65,5,31,10,9,20,0
51197,1,65,65,5,31,10,7,20,0
51493,1,65,65,5,31,10,10,20,0
51789,1,65,65,5,31,10,1,20,0
52085,1,65,65,5,31,10,6,20,0
52381,1,65,65,5,31,10,6,20,0
52677,1,65,65,5,31,10,3,20,0
52968,1,65,65,5,31,1,5,49,0
53264,1,65,65,5,31,1,2,49,0
53560,1,65,65,5,31,1,7,49,0
53856,1,65,65,5,31,1,3,49,0
54152,1,65,65,5,31,1,9,49,0
54440,1,65,65,5,31,1,6,49,0
54737,1,65,65,5,32,1,1,49,0
54976,1,65,65,5,32,1,9,49,0
55272,1,65,65,5,33,1,4,49,0
55569,1,65,65,5,33,1,10,49,0
55865,1,65,65,5,33,1,7,49,0
56162,1,65,65,5,32,1,10,49,0
56458,1,65,65,5,29,1,1,49,0
56754,1,65,65,5,28,1,6,49,0
56983,1,65,65,62,29,1,4,49,0
57279,1,65,65,62,30,1,5,49,0
57575,1,65,65,62,30,1,6,49,0
57871,1,65,65,62,31,1,1,49,0
58167,1,65,65,62,32,1,4,49,0
58463,1,65,65,62,33,1,6,49,0
58759,1,65,65,62,33,1,1,49,0
58992,1,65,65,5,33,1,6,49,0
59288,1,65,65,5,32,1,6,49,0
59591,1,65,65,5,31,1,6,49,0
59887,1,65,65,5,27,1,5,49,0
60183,1,65,65,5,29,1,9,49,0
60479,1,65,65,5,30,1,4,49,0
60775,1,65,65,5,31,1,4,49,0
61004,1,65,65,5,31,1,5,49,0
61300,1,65,65,5,31,1,1,49,0
61596,1,65,65,5,31,1,2,49,0
61892,1,65,65,5,31,1,7,49,0
62188,1,65,65,5,31,1,5,49,0
62484,1,65,65,5,31,1,4,49,0
62780,1,65,65,5,31,1,1,49,0
63012,1,65,65,5,31,1,8,49,0
63308,1,65,65,5,31,1,10,49,0
63604,1,65,65,5,31,1,6,49,0
63900,1,65,65,5,31,1,10,49,0
64196,1,65,65,5,31,1,10,49,0
64499,1,65,65,5,31,1,1,49,0
64795,1,65,65,5,31,1,8,49,0
65370,1,65,65,5,31,1,8,49,0
65666,1,65,65,5,31,1,6,49,0
65962,1,65,65,5,30,1,8,49,0
66258,1,65,65,5,30,1,4,49,0
66554,1,65,65,5,31,1,7,49,0
66850,1,65,65,5,31,1,6,49,0
67146,1,65,65,5,31,1,3,49,0
67442,1,65,65,5,31,1,3,49,0
67738,1,65,65,5,31,1,6,49,0
68034,1,65,65,5,31,1,4,49,0
68330,1,65,65,5,31,1,4,49,0
68626,1,65,65,5,31,1,4,49,0
68922,1,65,65,5,31,1,8,49,0
69218,1,65,65,5,31,1,6,49,0
69514,1,65,65,5,31,1,8,49,0
69810,1,65,65,5,31,1,7,49,0
70113,1,65,65,5,31,1,8,49,0
70409,1,65,65,5,31,1,7,49,0
70705,1,65,65,5,31,1,10,49,0
71001,1,65,65,5,31,1,5,49,0
71297,1,65,65,5,31,1,9,49,0
71593,1,65,65,5,31,1,3,49,0
71889,1,65,65,5,31,1,2,49,0
72185,1,65,65,5,31,1,6,49,0
72481,1,65,65,5,31,1,1,49,0
72777,1,65,65,5,31,1,7,49,0
73073,1,65,65,5,31,1,5,58,0
73369,1,65,65,5,31,1,2,58,0
73665,1,65,65,5,31,1,1,58,0
73961,1,65,65,5,31,1,1,58,0
74257,1,65,65,5,31,1,5,58,0
74553,1,65,65,5,31,1,7,58,0
74849,1,65,65,5,31,1,10,58,0
75122,1,65,65,5,31,1,8,50,0
75425,1,65,65,5,31,1,5,50,0
75721,1,65,65,5,31,1,10,50,0
76017,1,65,65,5,31,1,3,50,0
76313,1,65,65,5,31,1,6,50,0
76609,1,65,65,5,31,1,4,50,0
76905,1,65,65,5,31,1,3,50,0
77130,1,65,65,5,31,1,7,50,0
77426,1,65,65,5,31,1,3,50,0
77722,1,65,65,5,31,1,4,50,0
78018,1,65,65,5,31,1,8,50,0
78314,1,65,65,5,31,1,8,50,0
78610,1,65,65,5,31,1,4,50,0
78906,1,65,65,5,31,1,1,50,0
79139,5,65,65,5,31,10,37,20,0
79435,5,65,65,5,31,10,30,20,0
79731,5,65,65,5,31,10,2,20,0
80027,5,65,65,5,31,10,57,20,0
80330,5,65,65,5,31,10,34,20,0
80626,5,65,65,5,31,10,35,20,0
80922,5,65,65,5,31,10,38,20,0
81147,5,65,97,5,31,1,9,70,0
81443,5,65,97,5,31,1,1,70,0
81739,5,65,97,5,31,1,5,70,0
82035,5,65,97,5,31,1,5,70,0
82331,5,65,97,5,31,1,1,70,0
82627,5,65,97,5,31,1,10,70,0
82923,5,65,97,5,31,1,6,70,0
83156,5,65,97,5,31,1,9,61,0
83452,5,65,97,5,31,1,2,61,0
83748,5,65,97,5,31,1,2,61,0
84044,5,65,97,5,31,1,10,61,0
84340,5,65,97,5,31,1,2,61,0
84636,5,65,97,5,31,1,3,61,0
84932,5,65,97,5,31,1,8,61,0
85507,5,65,97,5,31,1,3,61,0
85803,5,65,97,5,31,1,5,61,0
86099,5,65,97,5,31,1,6,61,0
86395,5,65,97,5,31,1,2,61,0
86691,5,65,97,5,31,1,4,61,0
86987,5,65,97,5,31,1,6,61,0
87283,5,65,97,5,31,1,9,61,0
87579,5,65,97,5,31,1,7,61,0
87875,5,65,97,5,31,1,3,61,0
88171,5,65,97,5,31,1,8,61,0
88467,5,65,97,5,31,1,9,61,0
88763,5,65,97,5,31,1,3,61,0
89059,5,65,97,5,31,1,8,61,0
