1355,1,65,65,1,30,1,24,1,0
1698,1,65,65,1,30,1,70,1,0
1995,1,65,65,1,31,1,69,1,0
2292,1,65,65,1,31,1,3,1,0
2589,1,65,65,1,32,1,7,1,0
2886,1,65,65,1,32,1,7,1,0
3183,1,65,65,1,31,1,10,1,0
3480,1,65,65,1,30,1,2,1,0
3777,1,65,65,1,30,1,2,1,0
4074,1,65,65,1,30,1,4,1,0
4371,1,65,65,1,30,1,6,1,0
4668,1,65,65,1,31,1,9,1,0
4965,1,65,65,1,31,1,4,1,0
5262,1,65,65,1,32,1,1,1,0
5559,1,65,65,1,32,1,7,1,0
5856,1,65,65,1,32,1,10,1,0
6153,1,65,65,1,30,1,3,1,0
6450,1,65,65,1,30,1,8,1,0
6747,1,65,65,1,30,1,8,1,0
7050,1,65,65,1,30,1,3,1,0
7347,1,65,65,1,31,1,9,1,0
7644,1,65,65,1,32,1,1,1,0
7941,1,65,65,1,32,1,4,1,0
8238,1,65,65,1,32,1,10,1,0
8534,1,65,65,1,31,1,3,1,0
8831,1,65,65,1,30,1,5,1,0
9128,1,65,65,1,30,1,10,1,0
9425,1,65,65,1,30,1,2,1,0
9721,1,65,65,1,30,1,8,1,0
10018,1,65,65,1,31,1,1,1,0
10315,1,65,65,1,31,1,5,1,0
10611,1,65,65,1,32,1,6,1,0
10908,1,65,65,1,32,1,1,1,0
11205,1,65,65,1,31,1,5,1,0
11502,1,65,65,1,30,1,1,1,0
11799,1,65,65,1,30,1,3,1,0
12096,1,65,65,1,30,1,5,1,0
12393,1,65,65,1,31,1,4,1,0
12696,1,65,65,1,31,1,2,1,0
12993,1,65,65,1,31,1,1,1,0
13290,1,65,65,1,32,1,7,1,0
13587,1,65,65,1,32,1,7,1,0
13884,1,65,65,1,31,1,2,1,0
14181,1,65,65,1,31,1,10,1,0
14478,1,65,65,1,31,1,8,1,0
14735,1,65,65,5,31,1,62,49,0
15032,1,65,65,5,31,1,65,49,0
15329,1,65,65,5,31,1,46,49,0
15626,1,65,65,5,31,1,61,49,0
15923,1,65,65,5,30,1,67,49,0
16220,1,65,65,5,30,1,25,49,0
16517,1,65,65,5,30,1,1,49,0
16744,1,65,65,5,30,1,10,49,0
17041,1,65,65,5,31,1,1,49,0
17338,1,65,65,5,31,1,7,49,0
17628,1,65,65,5,32,1,3,49,0
17924,1,65,65,5,32,1,3,49,0
18221,1,65,65,5,31,1,4,49,0
18518,1,65,65,5,30,1,1,49,0
18757,1,65,65,5,30,1,10,49,0
19054,1,65,65,5,30,1,10,49,0
19351,1,65,65,5,30,1,6,49,0
19648,1,65,65,5,30,1,6,49,0
19945,1,65,65,5,31,1,10,49,0
20241,1,65,65,5,32,1,8,49,0
20538,1,65,65,5,34,1,10,49,0
20765,1,65,65,5,34,1,8,49,0
21061,1,65,65,5,31,1,5,49,0
21511,1,65,65,5,31,1,7,49,0
21808,1,65,65,5,31,1,10,49,0
22104,1,65,65,5,30,1,7,49,0
22400,1,65,65,5,29,1,5,49,0
22696,1,65,65,5,29,1,4,49,0
22999,1,65,65,5,30,1,6,49,0
23295,1,65,65,5,30,1,8,49,0
23591,1,65,65,5,30,1,7,49,0
23888,1,65,65,5,31,1,10,49,0
24184,1,65,65,5,32,1,5,49,0
24481,1,65,65,5,32,1,3,49,0
24778,1,65,65,5,32,1,6,70,0
25075,1,65,65,5,30,1,4,70,0
25372,1,65,65,5,30,1,9,70,0
